phase_deg,amp
108.054105685,1.1855403333333334
217.990691802,1.1855403333333334
80.711090499,1.2975803333333333
242.413452685,1.2975803333333333
56.255428075,1.4096203333333335
264.789371906,1.4096203333333335
29.888715264,1.5216603333333336
290.649748974,1.5216603333333336
